YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W04,129,,15,0,,FRF,67320216,FR,Age18_24,UNK,
2021-W04,1674,,133,0,,FR,67320216,FR,Age18_24,UNK,5444270
2021-W04,67,,0,0,,FRH,67320216,FR,Age18_24,UNK,
2021-W04,153,,1,0,,FRG,67320216,FR,Age18_24,UNK,
2021-W04,159,,10,0,,FRK,67320216,FR,Age18_24,UNK,
2021-W04,6,,0,0,,FRY4,67320216,FR,Age18_24,UNK,74104
2021-W04,243,,5,0,,FRL,67320216,FR,Age18_24,UNK,
2021-W04,157,,7,0,,FR1,67320216,FR,Age18_24,UNK,
2021-W04,0,,0,0,,UNK,67320216,FR,Age18_24,UNK,
2021-W04,62,,3,0,,FRB,67320216,FR,Age18_24,UNK,
2021-W04,2,,0,0,,FRY2,67320216,FR,Age18_24,UNK,24689
2021-W04,89,,24,0,,FRC,67320216,FR,Age18_24,UNK,
2021-W04,3,,0,0,,FRY3,67320216,FR,Age18_24,UNK,30246
2021-W04,1,,0,0,,FRY1,67320216,FR,Age18_24,UNK,30537
2021-W04,80,,4,0,,FRY2,67320216,FR,Age25_49,UNK,94558
2021-W04,3266,,358,0,,FRK,67320216,FR,Age25_49,UNK,
2021-W04,3620,,745,0,,FRJ,67320216,FR,Age25_49,UNK,
2021-W04,3475,,725,0,,FRI,67320216,FR,Age25_49,UNK,
2021-W04,1564,,107,0,,FRH,67320216,FR,Age25_49,UNK,
2021-W04,2256,,179,0,,FRG,67320216,FR,Age25_49,UNK,
2021-W04,3123,,482,0,,FRF,67320216,FR,Age25_49,UNK,
2021-W04,3331,,680,0,,FRE,67320216,FR,Age25_49,UNK,
2021-W04,1085,,825,0,,FRD,67320216,FR,Age25_49,UNK,
2021-W04,1502,,627,0,,FRC,67320216,FR,Age25_49,UNK,
2021-W04,1542,,136,0,,FRB,67320216,FR,Age25_49,UNK,
2021-W04,4570,,426,0,,FR1,67320216,FR,Age25_49,UNK,
2021-W04,159,,44,0,,FRM,67320216,FR,Age25_49,UNK,
2021-W04,4306,,379,0,,FRL,67320216,FR,Age25_49,UNK,
2021-W04,34579,,5720,0,,FR,67320216,FR,Age25_49,UNK,20684932
2021-W04,0,,0,0,,UNK,67320216,FR,Age25_49,UNK,
2021-W04,343,,0,0,,FRY5,67320216,FR,Age25_49,UNK,84250
2021-W04,214,,1,0,,FRY4,67320216,FR,Age25_49,UNK,268004
2021-W04,97,,1,0,,FRY3,67320216,FR,Age25_49,UNK,94720
2021-W04,46,,1,0,,FRY1,67320216,FR,Age25_49,UNK,113536
2021-W04,2835,,1099,0,,FRG,67320216,FR,Age50_59,UNK,
2021-W04,0,,0,0,,UNK,67320216,FR,Age50_59,UNK,
2021-W04,2712,,988,0,,FRH,67320216,FR,Age50_59,UNK,
2021-W04,4214,,1884,0,,FRJ,67320216,FR,Age50_59,UNK,
2021-W04,2063,,712,0,,FRB,67320216,FR,Age50_59,UNK,
2021-W04,4448,,1730,0,,FRK,67320216,FR,Age50_59,UNK,
2021-W04,3351,,1993,0,,FRE,67320216,FR,Age50_59,UNK,
2021-W04,122,,0,0,,FRY3,67320216,FR,Age50_59,UNK,26164
2021-W04,1311,,1533,0,,FRD,67320216,FR,Age50_59,UNK,
2021-W04,191,,153,0,,FRM,67320216,FR,Age50_59,UNK,
2021-W04,74,,0,0,,FRY1,67320216,FR,Age50_59,UNK,65432
2021-W04,347,,1,0,,FRY5,67320216,FR,Age50_59,UNK,14724
2021-W04,5565,,1190,0,,FR1,67320216,FR,Age50_59,UNK,
2021-W04,4257,,3001,0,,FRI,67320216,FR,Age50_59,UNK,
2021-W04,3503,,2049,0,,FRF,67320216,FR,Age50_59,UNK,
2021-W04,42227,,18715,0,,FR,67320216,FR,Age50_59,UNK,8805539
2021-W04,2259,,1306,0,,FRC,67320216,FR,Age50_59,UNK,
2021-W04,98,,33,0,,FRY2,67320216,FR,Age50_59,UNK,62611
2021-W04,301,,0,0,,FRY4,67320216,FR,Age50_59,UNK,124677
2021-W04,4576,,1043,0,,FRL,67320216,FR,Age50_59,UNK,
2021-W04,3876,,1147,0,,FRK,67320216,FR,Age60_69,UNK,
2021-W04,37564,,12442,0,,FR,67320216,FR,Age60_69,UNK,8007585
2021-W04,2533,,1348,0,,FRE,67320216,FR,Age60_69,UNK,
2021-W04,1215,,823,0,,FRD,67320216,FR,Age60_69,UNK,
2021-W04,89,,2,0,,FRY3,67320216,FR,Age60_69,UNK,16663
2021-W04,1571,,594,0,,FRB,67320216,FR,Age60_69,UNK,
2021-W04,3901,,1842,0,,FRI,67320216,FR,Age60_69,UNK,
2021-W04,343,,1,0,,FRY4,67320216,FR,Age60_69,UNK,87470
2021-W04,3844,,1194,0,,FRJ,67320216,FR,Age60_69,UNK,
2021-W04,6066,,1153,0,,FR1,67320216,FR,Age60_69,UNK,
2021-W04,1,,0,0,,UNK,67320216,FR,Age60_69,UNK,
2021-W04,1829,,493,0,,FRH,67320216,FR,Age60_69,UNK,
2021-W04,149,,30,0,,FRY2,67320216,FR,Age60_69,UNK,52133
2021-W04,280,,153,0,,FRM,67320216,FR,Age60_69,UNK,
2021-W04,1874,,689,0,,FRG,67320216,FR,Age60_69,UNK,
2021-W04,3065,,1418,0,,FRF,67320216,FR,Age60_69,UNK,
2021-W04,2167,,821,0,,FRC,67320216,FR,Age60_69,UNK,
2021-W04,110,,2,0,,FRY1,67320216,FR,Age60_69,UNK,55042
2021-W04,4434,,731,0,,FRL,67320216,FR,Age60_69,UNK,
2021-W04,217,,1,0,,FRY5,67320216,FR,Age60_69,UNK,7718
2021-W04,7186,,223,0,,FRG,67320216,FR,Age70_79,UNK,
2021-W04,333,,17,0,,FRY2,67320216,FR,Age70_79,UNK,32867
2021-W04,17086,,748,0,,FRI,67320216,FR,Age70_79,UNK,
2021-W04,14962,,607,0,,FRJ,67320216,FR,Age70_79,UNK,
2021-W04,1196,,73,0,,FRM,67320216,FR,Age70_79,UNK,
2021-W04,201,,1,0,,FRY1,67320216,FR,Age70_79,UNK,35641
2021-W04,10062,,470,0,,FRF,67320216,FR,Age70_79,UNK,
2021-W04,6693,,130,0,,FRH,67320216,FR,Age70_79,UNK,
2021-W04,700,,0,0,,FRY4,67320216,FR,Age70_79,UNK,46538
2021-W04,20990,,667,0,,FR1,67320216,FR,Age70_79,UNK,
2021-W04,5914,,251,0,,FRB,67320216,FR,Age70_79,UNK,
2021-W04,95,,1,0,,FRY3,67320216,FR,Age70_79,UNK,7423
2021-W04,10311,,318,0,,FRC,67320216,FR,Age70_79,UNK,
2021-W04,0,,0,0,,UNK,67320216,FR,Age70_79,UNK,
2021-W04,119,,0,0,,FRY5,67320216,FR,Age70_79,UNK,3022
2021-W04,7904,,568,0,,FRE,67320216,FR,Age70_79,UNK,
2021-W04,14766,,157,0,,FRL,67320216,FR,Age70_79,UNK,
2021-W04,144648,,4999,0,,FR,67320216,FR,Age70_79,UNK,5692912
2021-W04,7445,,344,0,,FRD,67320216,FR,Age70_79,UNK,
2021-W04,18685,,424,0,,FRK,67320216,FR,Age70_79,UNK,
2021-W04,164,,19,0,,FRY2,67320216,FR,Age80+,UNK,23504
2021-W04,18882,,1069,0,,FRF,67320216,FR,Age80+,UNK,
2021-W04,88,,0,0,,FRY5,67320216,FR,Age80+,UNK,1267
2021-W04,13533,,313,0,,FRH,67320216,FR,Age80+,UNK,
2021-W04,695,,0,0,,FRY4,67320216,FR,Age80+,UNK,24374
2021-W04,39761,,1206,0,,FR1,67320216,FR,Age80+,UNK,
2021-W04,150,,0,0,,FRY1,67320216,FR,Age80+,UNK,22983
2021-W04,17950,,851,0,,FRC,67320216,FR,Age80+,UNK,
2021-W04,56,,0,0,,FRY3,67320216,FR,Age80+,UNK,3247
2021-W04,12490,,962,0,,FRD,67320216,FR,Age80+,UNK,
2021-W04,1702,,210,0,,FRM,67320216,FR,Age80+,UNK,
2021-W04,19531,,373,0,,FRG,67320216,FR,Age80+,UNK,
2021-W04,23463,,1624,0,,FRJ,67320216,FR,Age80+,UNK,
2021-W04,22968,,369,0,,FRL,67320216,FR,Age80+,UNK,
2021-W04,260696,,12194,0,,FR,67320216,FR,Age80+,UNK,4144810
2021-W04,30545,,2248,0,,FRI,67320216,FR,Age80+,UNK,
2021-W04,15849,,1216,0,,FRE,67320216,FR,Age80+,UNK,
2021-W04,12070,,624,0,,FRB,67320216,FR,Age80+,UNK,
2021-W04,30799,,1110,0,,FRK,67320216,FR,Age80+,UNK,
2021-W04,0,,0,0,,UNK,67320216,FR,Age80+,UNK,
2021-W04,79,,6,0,,FR,67320216,FR,AgeUNK,UNK,
2021-W04,72277,,27443,0,,FR,67320216,FR,HCW,UNK,2223286
2021-W04,111385,,15122,0,,FR,67320216,FR,LTCF,UNK,626756
2021-W05,423,,66,0,,FRY3,67320216,FR,ALL,UNK,178463
2021-W05,22529,,10564,0,,FRH,67320216,FR,ALL,UNK,
2021-W05,1573,,0,0,273600,FR,67320216,FR,ALL,AZ,52780048
2021-W05,336967,,226111,0,560430,FR,67320216,FR,ALL,COM,52780048
2021-W05,23721,,4,0,147500,FR,67320216,FR,ALL,MOD,52780048
2021-W05,0,,0,0,,FR,67320216,FR,ALL,UNK,52780048
2021-W05,45987,,24745,0,,FRI,67320216,FR,ALL,UNK,
2021-W05,3577,,1176,0,,FRM,67320216,FR,ALL,UNK,
2021-W05,644,,89,0,,FRY1,67320216,FR,ALL,UNK,323171
2021-W05,44993,,26116,0,,FR1,67320216,FR,ALL,UNK,
2021-W05,14748,,8111,0,,FRB,67320216,FR,ALL,UNK,
2021-W05,15286,,11234,0,,FRG,67320216,FR,ALL,UNK,
2021-W05,28992,,16038,0,,FRL,67320216,FR,ALL,UNK,
2021-W05,45965,,24121,0,,FRJ,67320216,FR,ALL,UNK,
2021-W05,19550,,14171,0,,FRC,67320216,FR,ALL,UNK,
2021-W05,62,,2,0,,UNK,67320216,FR,ALL,UNK,
2021-W05,32703,,26820,0,,FRF,67320216,FR,ALL,UNK,
2021-W05,11677,,17579,0,,FRE,67320216,FR,ALL,UNK,
2021-W05,51983,,22515,0,,FRK,67320216,FR,ALL,UNK,
2021-W05,1147,,2,0,,FRY5,67320216,FR,ALL,UNK,137751
2021-W05,764,,428,0,,FRY2,67320216,FR,ALL,UNK,290362
2021-W05,3144,,279,0,,FRY4,67320216,FR,ALL,UNK,625167
2021-W05,18087,,22059,0,,FRD,67320216,FR,ALL,UNK,
2021-W05,32,,10,0,,FRB,67320216,FR,Age18_24,UNK,
2021-W05,0,,0,0,,FRY1,67320216,FR,Age18_24,UNK,30537
2021-W05,1,,0,0,,UNK,67320216,FR,Age18_24,UNK,
2021-W05,5,,0,0,,FRY3,67320216,FR,Age18_24,UNK,30246
2021-W05,63,,109,0,,FR1,67320216,FR,Age18_24,UNK,
2021-W05,2,,2,0,,FRY2,67320216,FR,Age18_24,UNK,24689
2021-W05,174,,85,0,,FRI,67320216,FR,Age18_24,UNK,
2021-W05,1164,,990,0,,FR,67320216,FR,Age18_24,UNK,5444270
2021-W05,0,,0,0,,FRY5,67320216,FR,Age18_24,UNK,26770
2021-W05,5,,6,0,,FRM,67320216,FR,Age18_24,UNK,
2021-W05,72,,20,0,,FRH,67320216,FR,Age18_24,UNK,
2021-W05,8,,0,0,,FRY4,67320216,FR,Age18_24,UNK,74104
2021-W05,92,,148,0,,FRD,67320216,FR,Age18_24,UNK,
2021-W05,32,,21,0,,FRG,67320216,FR,Age18_24,UNK,
2021-W05,66,,50,0,,FRL,67320216,FR,Age18_24,UNK,
2021-W05,162,,107,0,,FRJ,67320216,FR,Age18_24,UNK,
2021-W05,146,,190,0,,FRF,67320216,FR,Age18_24,UNK,
2021-W05,26,,91,0,,FRC,67320216,FR,Age18_24,UNK,
2021-W05,99,,63,0,,FRE,67320216,FR,Age18_24,UNK,
2021-W05,179,,88,0,,FRK,67320216,FR,Age18_24,UNK,
2021-W05,69,,4,0,,FRY1,67320216,FR,Age25_49,UNK,113536
2021-W05,1512,,4270,0,,FR1,67320216,FR,Age25_49,UNK,
2021-W05,3,,0,0,,UNK,67320216,FR,Age25_49,UNK,
2021-W05,3131,,3235,0,,FRI,67320216,FR,Age25_49,UNK,
2021-W05,691,,1002,0,,FRG,67320216,FR,Age25_49,UNK,
2021-W05,2568,,3602,0,,FRF,67320216,FR,Age25_49,UNK,
2021-W05,63,,0,0,,FRY5,67320216,FR,Age25_49,UNK,84250
2021-W05,1708,,2602,0,,FRL,67320216,FR,Age25_49,UNK,
2021-W05,1011,,3744,0,,FRD,67320216,FR,Age25_49,UNK,
2021-W05,1416,,757,0,,FRH,67320216,FR,Age25_49,UNK,
2021-W05,47,,60,0,,FRY2,67320216,FR,Age25_49,UNK,94558
2021-W05,498,,2212,0,,FRC,67320216,FR,Age25_49,UNK,
2021-W05,108,,137,0,,FRM,67320216,FR,Age25_49,UNK,
2021-W05,2796,,3711,0,,FRJ,67320216,FR,Age25_49,UNK,
2021-W05,1764,,2997,0,,FRE,67320216,FR,Age25_49,UNK,
2021-W05,21946,,32418,0,,FR,67320216,FR,Age25_49,UNK,20684932
2021-W05,810,,761,0,,FRB,67320216,FR,Age25_49,UNK,
2021-W05,3421,,3290,0,,FRK,67320216,FR,Age25_49,UNK,
2021-W05,85,,10,0,,FRY3,67320216,FR,Age25_49,UNK,94720
2021-W05,245,,24,0,,FRY4,67320216,FR,Age25_49,UNK,268004
2021-W05,907,,4983,0,,FRD,67320216,FR,Age50_59,UNK,
2021-W05,909,,3945,0,,FRC,67320216,FR,Age50_59,UNK,
2021-W05,89,,29,0,,FRY1,67320216,FR,Age50_59,UNK,65432
2021-W05,148,,356,0,,FRM,67320216,FR,Age50_59,UNK,
2021-W05,2453,,7645,0,,FRF,67320216,FR,Age50_59,UNK,
2021-W05,1898,,3513,0,,FRH,67320216,FR,Age50_59,UNK,
2021-W05,23561,,71547,0,,FR,67320216,FR,Age50_59,UNK,8805539
2021-W05,3036,,8432,0,,FRI,67320216,FR,Age50_59,UNK,
2021-W05,1825,,8846,0,,FR1,67320216,FR,Age50_59,UNK,
2021-W05,3426,,7903,0,,FRK,67320216,FR,Age50_59,UNK,
2021-W05,343,,1,0,,FRY5,67320216,FR,Age50_59,UNK,14724
2021-W05,1107,,6402,0,,FRE,67320216,FR,Age50_59,UNK,
2021-W05,112,,19,0,,FRY3,67320216,FR,Age50_59,UNK,26164
2021-W05,870,,2979,0,,FRB,67320216,FR,Age50_59,UNK,
2021-W05,1848,,5092,0,,FRL,67320216,FR,Age50_59,UNK,
2021-W05,818,,4206,0,,FRG,67320216,FR,Age50_59,UNK,
2021-W05,69,,91,0,,FRY2,67320216,FR,Age50_59,UNK,62611
2021-W05,8,,1,0,,UNK,67320216,FR,Age50_59,UNK,
2021-W05,309,,25,0,,FRY4,67320216,FR,Age50_59,UNK,124677
2021-W05,3386,,7079,0,,FRJ,67320216,FR,Age50_59,UNK,
2021-W05,24079,,44839,0,,FR,67320216,FR,Age60_69,UNK,8007585
2021-W05,3198,,4706,0,,FRJ,67320216,FR,Age60_69,UNK,
2021-W05,2917,,4595,0,,FRI,67320216,FR,Age60_69,UNK,
2021-W05,2348,,7162,0,,FR1,67320216,FR,Age60_69,UNK,
2021-W05,872,,1688,0,,FRB,67320216,FR,Age60_69,UNK,
2021-W05,1092,,2410,0,,FRC,67320216,FR,Age60_69,UNK,
2021-W05,1108,,3228,0,,FRD,67320216,FR,Age60_69,UNK,
2021-W05,934,,3696,0,,FRE,67320216,FR,Age60_69,UNK,
2021-W05,2599,,4535,0,,FRF,67320216,FR,Age60_69,UNK,
2021-W05,706,,2252,0,,FRG,67320216,FR,Age60_69,UNK,
2021-W05,1335,,1720,0,,FRH,67320216,FR,Age60_69,UNK,
2021-W05,15,,0,0,,UNK,67320216,FR,Age60_69,UNK,
2021-W05,499,,1,0,,FRY5,67320216,FR,Age60_69,UNK,7718
2021-W05,485,,52,0,,FRY4,67320216,FR,Age60_69,UNK,87470
2021-W05,94,,20,0,,FRY3,67320216,FR,Age60_69,UNK,16663
2021-W05,141,,122,0,,FRY2,67320216,FR,Age60_69,UNK,52133
2021-W05,131,,37,0,,FRY1,67320216,FR,Age60_69,UNK,55042
2021-W05,288,,268,0,,FRM,67320216,FR,Age60_69,UNK,
2021-W05,2142,,3753,0,,FRL,67320216,FR,Age60_69,UNK,
2021-W05,3175,,4594,0,,FRK,67320216,FR,Age60_69,UNK,
2021-W05,108167,,24006,0,,FR,67320216,FR,Age70_79,UNK,5692912
2021-W05,5894,,978,0,,FRH,67320216,FR,Age70_79,UNK,
2021-W05,9284,,2916,0,,FRF,67320216,FR,Age70_79,UNK,
2021-W05,1250,,156,0,,FRM,67320216,FR,Age70_79,UNK,
2021-W05,5897,,2268,0,,FRD,67320216,FR,Age70_79,UNK,
2021-W05,5142,,1140,0,,FRG,67320216,FR,Age70_79,UNK,
2021-W05,9902,,1667,0,,FRL,67320216,FR,Age70_79,UNK,
2021-W05,15880,,3224,0,,FR1,67320216,FR,Age70_79,UNK,
2021-W05,4698,,777,0,,FRB,67320216,FR,Age70_79,UNK,
2021-W05,6671,,1492,0,,FRC,67320216,FR,Age70_79,UNK,
2021-W05,25,,0,0,,UNK,67320216,FR,Age70_79,UNK,
2021-W05,210,,9,0,,FRY1,67320216,FR,Age70_79,UNK,35641
2021-W05,176,,0,0,,FRY5,67320216,FR,Age70_79,UNK,3022
2021-W05,327,,79,0,,FRY2,67320216,FR,Age70_79,UNK,32867
2021-W05,13065,,2703,0,,FRJ,67320216,FR,Age70_79,UNK,
2021-W05,87,,7,0,,FRY3,67320216,FR,Age70_79,UNK,7423
2021-W05,12711,,2362,0,,FRI,67320216,FR,Age70_79,UNK,
2021-W05,1599,,1793,0,,FRE,67320216,FR,Age70_79,UNK,
2021-W05,1168,,63,0,,FRY4,67320216,FR,Age70_79,UNK,46538
2021-W05,14181,,2372,0,,FRK,67320216,FR,Age70_79,UNK,
2021-W05,183280,,52290,0,,FR,67320216,FR,Age80+,UNK,4144810
2021-W05,15645,,7932,0,,FRF,67320216,FR,Age80+,UNK,
2021-W05,13316,,2873,0,,FRL,67320216,FR,Age80+,UNK,
2021-W05,7896,,2613,0,,FRG,67320216,FR,Age80+,UNK,
2021-W05,1778,,253,0,,FRM,67320216,FR,Age80+,UNK,
2021-W05,145,,10,0,,FRY1,67320216,FR,Age80+,UNK,22983
2021-W05,177,,74,0,,FRY2,67320216,FR,Age80+,UNK,23504
2021-W05,10,,1,0,,UNK,67320216,FR,Age80+,UNK,
2021-W05,926,,115,0,,FRY4,67320216,FR,Age80+,UNK,24374
2021-W05,7465,,1896,0,,FRB,67320216,FR,Age80+,UNK,
2021-W05,11911,,3576,0,,FRH,67320216,FR,Age80+,UNK,
2021-W05,23348,,5806,0,,FRJ,67320216,FR,Age80+,UNK,
2021-W05,10350,,4019,0,,FRC,67320216,FR,Age80+,UNK,
2021-W05,66,,0,0,,FRY5,67320216,FR,Age80+,UNK,1267
2021-W05,40,,10,0,,FRY3,67320216,FR,Age80+,UNK,3247
2021-W05,9070,,7684,0,,FRD,67320216,FR,Age80+,UNK,
2021-W05,24011,,6035,0,,FRI,67320216,FR,Age80+,UNK,
2021-W05,23359,,2499,0,,FR1,67320216,FR,Age80+,UNK,
2021-W05,27594,,4267,0,,FRK,67320216,FR,Age80+,UNK,
2021-W05,6173,,2627,0,,FRE,67320216,FR,Age80+,UNK,
2021-W05,64,,25,0,,FR,67320216,FR,AgeUNK,UNK,
2021-W05,40701,,137790,0,,FR,67320216,FR,HCW,UNK,2223286
2021-W05,61904,,56982,0,,FR,67320216,FR,LTCF,UNK,626756
2021-W06,934,,5,0,,FRY5,67320216,FR,ALL,UNK,137751
2021-W06,18035,,27852,0,,FRE,67320216,FR,ALL,UNK,
2021-W06,47462,,0,0,316800,FR,67320216,FR,ALL,AZ,52780048
2021-W06,268025,,417184,0,566280,FR,67320216,FR,ALL,COM,52780048
2021-W06,109,,2,0,,UNK,67320216,FR,ALL,UNK,
2021-W06,16127,,21225,0,,FRC,67320216,FR,ALL,UNK,
2021-W06,47799,,621,0,0,FR,67320216,FR,ALL,MOD,52780048
2021-W06,0,,0,0,,FR,67320216,FR,ALL,UNK,52780048
2021-W06,33689,,31154,0,,FRF,67320216,FR,ALL,UNK,
2021-W06,3925,,441,0,,FRY4,67320216,FR,ALL,UNK,625167
2021-W06,418,,240,0,,FRY3,67320216,FR,ALL,UNK,178463
2021-W06,742,,523,0,,FRY2,67320216,FR,ALL,UNK,290362
2021-W06,18717,,18742,0,,FRB,67320216,FR,ALL,UNK,
2021-W06,843,,283,0,,FRY1,67320216,FR,ALL,UNK,323171
2021-W06,3481,,2383,0,,FRM,67320216,FR,ALL,UNK,
2021-W06,20109,,28593,0,,FRG,67320216,FR,ALL,UNK,
2021-W06,28956,,34358,0,,FRL,67320216,FR,ALL,UNK,
2021-W06,50653,,61157,0,,FR1,67320216,FR,ALL,UNK,
2021-W06,48802,,44497,0,,FRK,67320216,FR,ALL,UNK,
2021-W06,37723,,43527,0,,FRJ,67320216,FR,ALL,UNK,
2021-W06,38221,,44389,0,,FRI,67320216,FR,ALL,UNK,
2021-W06,20053,,30018,0,,FRD,67320216,FR,ALL,UNK,
2021-W06,21749,,28416,0,,FRH,67320216,FR,ALL,UNK,
2021-W06,181,,97,0,,FRC,67320216,FR,Age18_24,UNK,
2021-W06,606,,191,0,,FRF,67320216,FR,Age18_24,UNK,
2021-W06,0,,0,0,,FRY1,67320216,FR,Age18_24,UNK,30537
2021-W06,759,,203,0,,FRK,67320216,FR,Age18_24,UNK,
2021-W06,269,,200,0,,FRJ,67320216,FR,Age18_24,UNK,
2021-W06,21,,0,0,,FRY4,67320216,FR,Age18_24,UNK,74104
2021-W06,130,,140,0,,FRL,67320216,FR,Age18_24,UNK,
2021-W06,220,,86,0,,FRG,67320216,FR,Age18_24,UNK,
2021-W06,0,,0,0,,FRY5,67320216,FR,Age18_24,UNK,26770
2021-W06,584,,330,0,,FR1,67320216,FR,Age18_24,UNK,
2021-W06,294,,142,0,,FRE,67320216,FR,Age18_24,UNK,
2021-W06,0,,0,0,,FRY3,67320216,FR,Age18_24,UNK,30246
2021-W06,6,,3,0,,FRM,67320216,FR,Age18_24,UNK,
2021-W06,276,,113,0,,FRH,67320216,FR,Age18_24,UNK,
2021-W06,359,,236,0,,FRD,67320216,FR,Age18_24,UNK,
2021-W06,1,,0,0,,FRY2,67320216,FR,Age18_24,UNK,24689
2021-W06,196,,71,0,,FRB,67320216,FR,Age18_24,UNK,
2021-W06,0,,0,0,,UNK,67320216,FR,Age18_24,UNK,
2021-W06,4226,,2002,0,,FR,67320216,FR,Age18_24,UNK,5444270
2021-W06,324,,190,0,,FRI,67320216,FR,Age18_24,UNK,
2021-W06,5586,,4203,0,,FRF,67320216,FR,Age25_49,UNK,
2021-W06,4225,,6370,0,,FRJ,67320216,FR,Age25_49,UNK,
2021-W06,2015,,2119,0,,FRC,67320216,FR,Age25_49,UNK,
2021-W06,79,,14,0,,FRY1,67320216,FR,Age25_49,UNK,113536
2021-W06,138,,191,0,,FRM,67320216,FR,Age25_49,UNK,
2021-W06,3996,,2638,0,,FRG,67320216,FR,Age25_49,UNK,
2021-W06,2794,,1835,0,,FRB,67320216,FR,Age25_49,UNK,
2021-W06,56687,,54781,0,,FR,67320216,FR,Age25_49,UNK,20684932
2021-W06,2239,,4754,0,,FRL,67320216,FR,Age25_49,UNK,
2021-W06,3809,,3099,0,,FRH,67320216,FR,Age25_49,UNK,
2021-W06,52,,36,0,,FRY2,67320216,FR,Age25_49,UNK,94558
2021-W06,8948,,10600,0,,FR1,67320216,FR,Age25_49,UNK,
2021-W06,13,,0,0,,UNK,67320216,FR,Age25_49,UNK,
2021-W06,8950,,5131,0,,FRK,67320216,FR,Age25_49,UNK,
2021-W06,28,,0,0,,FRY5,67320216,FR,Age25_49,UNK,84250
2021-W06,4717,,5023,0,,FRI,67320216,FR,Age25_49,UNK,
2021-W06,3982,,3883,0,,FRE,67320216,FR,Age25_49,UNK,
2021-W06,458,,40,0,,FRY4,67320216,FR,Age25_49,UNK,268004
2021-W06,4548,,4815,0,,FRD,67320216,FR,Age25_49,UNK,
2021-W06,110,,30,0,,FRY3,67320216,FR,Age25_49,UNK,94720
2021-W06,2562,,6803,0,,FRF,67320216,FR,Age50_59,UNK,
2021-W06,1985,,6155,0,,FRL,67320216,FR,Age50_59,UNK,
2021-W06,199,,2,0,,FRY5,67320216,FR,Age50_59,UNK,14724
2021-W06,78,,72,0,,FRY2,67320216,FR,Age50_59,UNK,62611
2021-W06,1874,,5262,0,,FRG,67320216,FR,Age50_59,UNK,
2021-W06,1467,,6014,0,,FRE,67320216,FR,Age50_59,UNK,
2021-W06,2684,,8371,0,,FRJ,67320216,FR,Age50_59,UNK,
2021-W06,1992,,5885,0,,FRH,67320216,FR,Age50_59,UNK,
2021-W06,28985,,83556,0,,FR,67320216,FR,Age50_59,UNK,8805539
2021-W06,22,,1,0,,UNK,67320216,FR,Age50_59,UNK,
2021-W06,3895,,9137,0,,FRK,67320216,FR,Age50_59,UNK,
2021-W06,113,,88,0,,FRY1,67320216,FR,Age50_59,UNK,65432
2021-W06,2843,,8259,0,,FRI,67320216,FR,Age50_59,UNK,
2021-W06,436,,74,0,,FRY4,67320216,FR,Age50_59,UNK,124677
2021-W06,188,,331,0,,FRM,67320216,FR,Age50_59,UNK,
2021-W06,1735,,5875,0,,FRD,67320216,FR,Age50_59,UNK,
2021-W06,1086,,3396,0,,FRC,67320216,FR,Age50_59,UNK,
2021-W06,80,,53,0,,FRY3,67320216,FR,Age50_59,UNK,26164
2021-W06,1653,,3509,0,,FRB,67320216,FR,Age50_59,UNK,
2021-W06,4093,,14269,0,,FR1,67320216,FR,Age50_59,UNK,
2021-W06,2640,,3973,0,,FRF,67320216,FR,Age60_69,UNK,
2021-W06,1029,,2219,0,,FRC,67320216,FR,Age60_69,UNK,
2021-W06,1296,,3002,0,,FRG,67320216,FR,Age60_69,UNK,
2021-W06,104,,60,0,,FRY3,67320216,FR,Age60_69,UNK,16663
2021-W06,1521,,2995,0,,FRH,67320216,FR,Age60_69,UNK,
2021-W06,19,,1,0,,UNK,67320216,FR,Age60_69,UNK,
2021-W06,27543,,55214,0,,FR,67320216,FR,Age60_69,UNK,8007585
2021-W06,326,,3,0,,FRY5,67320216,FR,Age60_69,UNK,7718
2021-W06,2687,,5192,0,,FRL,67320216,FR,Age60_69,UNK,
2021-W06,620,,86,0,,FRY4,67320216,FR,Age60_69,UNK,87470
2021-W06,1498,,3368,0,,FRD,67320216,FR,Age60_69,UNK,
2021-W06,2846,,5458,0,,FRJ,67320216,FR,Age60_69,UNK,
2021-W06,228,,64,0,,FRY1,67320216,FR,Age60_69,UNK,55042
2021-W06,1355,,2013,0,,FRB,67320216,FR,Age60_69,UNK,
2021-W06,1256,,4028,0,,FRE,67320216,FR,Age60_69,UNK,
2021-W06,3763,,11445,0,,FR1,67320216,FR,Age60_69,UNK,
2021-W06,141,,115,0,,FRY2,67320216,FR,Age60_69,UNK,52133
2021-W06,3250,,5783,0,,FRK,67320216,FR,Age60_69,UNK,
2021-W06,307,,306,0,,FRM,67320216,FR,Age60_69,UNK,
2021-W06,2657,,5103,0,,FRI,67320216,FR,Age60_69,UNK,
2021-W06,10895,,6907,0,,FRI,67320216,FR,Age70_79,UNK,
2021-W06,315,,189,0,,FRY2,67320216,FR,Age70_79,UNK,32867
2021-W06,8956,,4897,0,,FRF,67320216,FR,Age70_79,UNK,
2021-W06,95,,51,0,,FRY3,67320216,FR,Age70_79,UNK,7423
